InputID,TargetID,Distance
Marcianopolis,Augusta Traiana,2.12195078798
Marcianopolis,Selymbria,2.23733988923
Marcianopolis,Perinthos,2.29417865152
Marcianopolis,Seuthopolis,2.35902623132
Marcianopolis,Byzantion,2.60861209692
Marcianopolis,Ainos,2.92328353131
Marcianopolis,Philippopolis,3.04086190666
Marcianopolis,Maroneia,3.11898823515
Marcianopolis,Sestos,3.24800767224
Marcianopolis,Abdera,3.48470440214
Marcianopolis,Nicopolis ad Nestum,4.12883360268
Marcianopolis,Serdica,4.29741775985
Marcianopolis,Municipium Montanensium,4.35618701903
Marcianopolis,Parthicopolis,4.6141108557
Marcianopolis,Heraclea Sintica,4.66924218081
Marcianopolis,Pautalia,4.99366647437
