Heurist ID|Administrative keywords|Formulaic keywords|Honorific keywords|Religious keywords|Epithet|Collective group names|Geographic names|Person|
9886 | | | | kyrios, Zeus, Hera, | | | | | 
9887 | | Agathe tyche, | | Zeus, | Sebazius, | | | Chrestos, child of Zoilos, partner of, grandchild of, | 
9889 | Fyle, | Agathe tyche, | | hiereus, | | | | Euagrios, child of Moukianos, partner of, grandchild of, Hermogenes, child of Diodoros, partner of, grandchild of, Glaukos, child of [?]on, partner of, grandchild of, Ailios, Apollon[?], child of, partner of, grandchild of, Markos, child of, partner of, grandchild of, Dionysis, child of Bargos, partner of, grandchild of, Ioulianos, child of Diogenianos, partner of, grandchild of, Heliodoros, child of Unknown, partner of, grandchild of, | 
9900 | | Eutychos, | | | | | | Alkidamas, child of, partner of, grandchild of, Aurelios, Bassos, child of Chrestos, partner of, grandchild of, Pyroulas, child of, partner of, grandchild of, | 
9986 | | Eucharisterion, Anetheken, Euchen, | | | | | | Aurelios, Auloutralis, child of Chrestos, partner of, grandchild of, Aurelia, Ingena, child of, partner of, grandchild of, | 
10318 | | | | | | | | Artemidoros, child of, partner of, grandchild of, | 
10323 | | Agathe tyche, | | | | | | Asklepiodoros, child of, partner of, grandchild of, | 
10331 | | Euchen, | | | | | | Papeiris, child of, partner of, grandchild of, | 
10340 | | | Eikon, | theos, | | | | | 
10348 | | | | | | | | Petronios, Eutyches, child of, partner of Oualeria, grandchild of, Oualeria, child of, partner of Petronios, grandchild of, Petronia, child of Petronios, partner of, grandchild of, Petronios, child of Petronios, partner of, grandchild of, | 
10372 | | Chaire, Parodita,Parodeita, | | theoi katachthoneioi, hiereus, | | | | Filippos, child of Patrikios, partner of, grandchild of, Aurelios, child of Patrikios, partner of, grandchild of, | 
10386 | Basileus, | | | | | | | Teimosthenes, child of, partner of, grandchild of, | 
10393 | Asty, | | | | | | | | 
10403 | | Sema, Stesai, | | | | | | Nebris, child of, partner of Salbidenos, grandchild of, | 
10406 | | | | | | | | Unknown, child of, partner of Akitios, grandchild of, | 
10409 | | | | | | | | Diogeneia, child of, partner of, grandchild of, Alexandros, child of, partner of, grandchild of, | 
10411 | | Agathe tyche, | | | | | | | 
10412 | Patris, | | | | | | Pautalia, | Aimiliane, child of, partner of, grandchild of, | 
10417 | | | | | | | | | 
10418 | | | | | | | | Markia, Oulpia, child of Sempronios, partner of, grandchild of, | 
10421 | Patris, | | | | | | | Asklepiadas (es), child of, partner of, grandchild of, | 
10424 | | | | | | | | | 
10425 | | Anetheken, | | | | | | | 
10426 | | | | | | | | | 
10427 | | | | kyrios, Asklepius, | Skalpenos, | | | | 
10429 | | | | Zeus, Hera, | | | | | 
10430 | | Euchen, | | kyrios, Apollo, | | | | [?]ianos, child of, partner of, grandchild of, | 
10433 | | Agathe tyche, | | Zeus, | Sebazius, | | | | 
10434 | Agoranomos, | Etheke, | | | | | | Ezbenis, child of Salos, partner of, grandchild of, Didios, child of Dizas, partner of, grandchild of, Markos, Oulpios, Ouaros, child of, partner of, grandchild of, | 
10439 | | | | | | | | | 
10441 | | | | | | | | | 
9240 | | Parodita,Parodeita, Chairete, | | | | | | Loukios, Aufidios, child of, partner of, grandchild of, | 
10445 | | Doron, | | kyrios, Apollo, naos, | Tadenos, | | | Markos, Bonolas, child of Epigenes, partner of, grandchild of, | 
10451 | | | | theos, | Hypsistos, | | | Aufidios, child of, partner of, grandchild of, | 
10453 | | Mnema,Mneme, Charin, | | | | | | Roimos, child of Tarsos, partner of Zaipa, grandchild of, | 
10456 | | Euchen, | | kyria, Artemis, | | | | Ailios, Terentianos, child of, partner of, grandchild of, | 
10460 | | | | | | | | [?]zenis, child of Moukatralis, partner of, grandchild of, | 
10463 | | Eucharisterion, | | heros, | Skopei[?], | | | Unknown, child of [?]los, partner of, grandchild of, | 
10467 | | | | kyrios, Mithra, | | | | Markos, Oulpios, Ioulianos, child of, partner of, grandchild of, | 
10470 | | Agathe tyche, | | | | | | Eptakenthos, child of Dizakenthes, partner of, grandchild of, | 
10473 | | | | Hera, | Byaiparene, | | | | 
10476 | | Agathe tyche, | | Helios, Selene, bomos, | | | | Lysias, child of Maximos, partner of Denthaibaris / Denthebaris, grandchild of, | 
10480 | | | | heros, | Kouidos, | | | Soukias, child of, partner of, grandchild of, | 
10484 | | Anetheken, | | hiereus, Heracles, | Beisaletenos, | | | Montanos, child of Dineilos, partner of, grandchild of, | 
10488 | | Agathe tyche, Anetheken, Eutychos, | | Zeus, Hera, | Storenos, | | | Unknown, child of Eutychianos, partner of, grandchild of, | 
10491 | | Agathe tyche, | | Gaia, | Doteira zoes, | | | Asfalios, child of, partner of, grandchild of, | 
10497 | | Agathe tyche, | | | | | | Drakon, child of Kapiton, partner of, grandchild of, | 
10499 | Bouleutes, Polis, Hypatos, | Agathe tyche, Anestesen, Eutychos, | Andrias, | kyrios, Asklepius, | Koulkoussenos, Keilaideouenos, | Serdai, | | Aurelios, Heragenes, child of Heranos, partner of, grandchild of, Pompeianos, child of, partner of, grandchild of, Pelegnianos, child of, partner of, grandchild of, | 
10506 | | Anetheken, | | | | | | Ladon, child of Louppos, partner of, grandchild of, | 
10508 | | | | | | | | [Io or O]ul[ianos or pios], Asklep[?], child of, partner of, grandchild of, [?]nos, child of [Io or O]ul[ianos or pios], partner of, grandchild of, | 
10512 | | | | Asklepius, | | | | | 
9244 | | | | kyrios, | | | | Aurelis, Dizas, child of, partner of, grandchild of, | 
10515 | | | | | | | | | 
10517 | | Euchen, | | kyria, Hera, | | | | Aouitios, child of Moukianos, partner of, grandchild of, | 
10521 | | | | | | | | Tarsas, child of, partner of, grandchild of, | 
10523 | | Anetheken, | | Asklepius, | | | | Beithys, child of Dizazenis, partner of, grandchild of, | 
10525 | | Euchen, | | kyrios, Heracles, | | | | Markos, child of Gaios, partner of, grandchild of, | 
10528 | | Eutychos, Anetheken, | | kyria, Hygeia, | Epekoos, | | | Gaianos, child of Gaios, partner of, grandchild of, | 
10532 | | | | | | | | Nikeforos, child of, partner of, grandchild of, | 
10534 | | Agathe tyche, Euchen, | | kyrios, heros, | Souitoulenos, | | | Pardalas, child of Loupos, partner of, grandchild of, | 
10538 | | Agathe tyche, Charisterion, | | Nemesis, | Adrasteia, | | | Sal[?], Prokla, child of, partner of, grandchild of, | 
10542 | | | | | | | | Moukatralis, child of, partner of, grandchild of, Mendra, child of Moukatralis, partner of, grandchild of, | 
10546 | | Euchen, | | kyria, Hera, | Souketene, | | | Ailios, Moukases, child of, partner of, grandchild of, | 
10550 | | Anatheinai, | | | | | | Aularkenos, child of, partner of, grandchild of, | 
10552 | | | | | | | | | 
10553 | | | | kyria, Hera, | | | | | 
10555 | | | | kyria, Hera, | | | | | 
10556 | Strategos, Fylax, | | | | | | Haimos, | Charitios, child of Doles, partner of, grandchild of Doles, Chariton, child of Charitios, partner of, grandchild of, Mestrios, child of Charitios, partner of, grandchild of, | 
10561 | | Euchen, | | kyria, Nymfai, | | | | Diogenes, child of, partner of, grandchild of, | 
10563 | | Agathe tyche, Charin, Mnema,Mneme, | | | | | | | 
10565 | | | | Zeus, Hera, | Karistorenos, | | | Oulpios, child of, partner of, grandchild of, | 
10569 | | | | Hera, Zeus, | Karistorenos, | | | Moukases, child of, partner of, grandchild of, | 
10571 | | Anetheken, | | Zeus, Hera, archiereus, | Karistorenos, | | | Markos, child of Me[?], partner of, grandchild of, | 
10574 | | Anetheken, Eucharisterion, | | Zeus, Hera, | Karistorenos, | | | Eptemeneka, child of Zeris, partner of, grandchild of, | 
10576 | | Anetheken, | | Zeus, Hera, | Karistorenos, | | | Ailios, child of Unknown, partner of, grandchild of, | 
10578 | | | | Hera, Zeus, | Karistorenos, | | | Flabios (Flaouios, Flavios), child of Apollonides, partner of, grandchild of, | 
10580 | | | | Zeus, Hera, kyrios, | Karistorenos, | | | | 
10581 | | Euchen, | | Zeus, Hera, | Karistorenos, | | | | 
10582 | | | | kyrios, Zeus, Hera, | Karistorenos, | | | | 
10583 | | | | | | | | | 
10584 | | | | | Karistorenos, | | | | 
10585 | | | | kyrios, Zeus, Hera, | Karistorenos, | | | Oulpios, child of, partner of, grandchild of, | 
10586 | | | | kyrios, Zeus, Hera, | Karistorenos, | | | | 
10587 | | Anetheken, | | kyrios, Zeus, Hera, | | | | | 
10589 | | | | kyrios, Zeus, | Karistorenos, | | | | 
10588 | | | | kyrios, Zeus, | Karistorenos, | | | | 
10590 | | Anetheken, | | kyrios, Zeus, | Karistorenos, | | | Unknown, child of Asklepiades, partner of, grandchild of, | 
10591 | | | | | Karistorenos, | | | | 
10593 | | | | kyria, Hera, | Karistorenos, | | | | 
10594 | | Euchen, | | Hera, Zeus, kyrios, | | | | Markos, Oulpios, Asklepiades, child of, partner of, grandchild of, | 
10596 | | | | kyrios, Zeus, Hera, | | | | | 
10597 | | | | Zeus, Hera, | | | | | 
10598 | | | | Apollo, | | | | | 
10599 | | Euchen, | | | | | | Ailia, child of Bazobalis, partner of, grandchild of, | 
10601 | | Anetheken, | | | | | | [?]os, child of Seitaouenis, partner of, grandchild of, | 
10602 | | | | | | | | Pontikos, child of, partner of, grandchild of, Zeizeis, child of, partner of, grandchild of, | 
10606 | | Anetheken, | | | | | | Sekonda, child of, partner of, grandchild of, | 
10609 | | | | | | | | Mentoutralis, child of, partner of, grandchild of, | 
10611 | | | | | | | | Markellos, child of, partner of, grandchild of, | 
10612 | | | | | | | | Unknown, child of Papas, partner of, grandchild of, | 
10613 | | Euchen, | | | | | | | 
10615 | Bouleutes, | | | | | | | Unknown, child of [?]os, partner of, grandchild of, | 
10616 | | Anetheken, | | | | | | | 
10617 | | | | | | | | | 
10618 | | Euchen, | | | | | | | 
10619 | | | | | | | | | 
10620 | | | | | | | | | 
10621 | | Anetheken, | | | | | | | 
10622 | | | | | | | | | 
10623 | | Euchen, Eucharisterion, | | Hera, | | | | | 
10624 | | | | | | | | | 
10626 | | Agathe tyche, | | Asklepius, | | | Spinopara, | Moukianos, child of, partner of, grandchild of, Moukianos, child of Soukias, partner of, grandchild of, Basilianos, child of, partner of, grandchild of, Kalandion, child of, partner of, grandchild of, Polemon, child of, partner of, grandchild of, Didymos, child of, partner of, grandchild of, Dalmatis, child of, partner of, grandchild of, Gorgias, child of, partner of, grandchild of, Chromis, child of, partner of, grandchild of, Herodianos, child of, partner of, grandchild of, Kefalis, child of, partner of, grandchild of, [?]as, child of, partner of, grandchild of, [?]ipis, child of, partner of, grandchild of, Kraugas, child of, partner of, grandchild of, Asbolis, child of, partner of, grandchild of, Teisis, child of, partner of, grandchild of, Kotys, child of, partner of, grandchild of, Ioulianos, child of, partner of, grandchild of, Olympis, child of, partner of, grandchild of, Hilaros/Ilaros, child of, partner of, grandchild of, Moukis, Dydi(o)s, child of, partner of, grandchild of, [?]s, child of, partner of, grandchild of, | 
10649 | Archon, Gymnasiarches, | Agathe tyche, Eutychos, | | bomos, | | | | Unknown, child of Hermogenes, partner of, grandchild of, | 
10651 | | Parodita,Parodeita, Chaire, | | | | | | [?]as, child of Moukazenis, partner of, Stronylenos, grandchild of, | 
10654 | | Euchen, | | kyrios, Dionysus, | Mytorgenes, | | | Neikeforos, child of, partner of, grandchild of, | 
10657 | | Anetheken, | | bomos, kyrios, | Sebazius, Epekoos, | | | Markos, child of Moukakerzos, partner of, grandchild of, Markos, child of Belios, partner of, grandchild of, | 
10662 | | Agathe tyche, Anetheken, Eucharisterion, | | Apollo, kyrios, | | | | Herakleides, child of Perseus, partner of, grandchild of, | 
10665 | | Mnema,Mneme, Charin, | | | | | | Unknown, child of, partner of Merkouris, grandchild of, | 
10668 | | | | | | | | | 
10669 | | | | | | | | Moukianos, child of Doudes/Doules, partner of, grandchild of, | 
10671 | | | | | | | | Moukazenis, child of, partner of, grandchild of, | 
10673 | | | | kyrios, Zeus, Hera, | | | | | 
10675 | | Agathe tyche, | | | | | | | 
10677 | | | | Asklepius, | | | | [?]os, child of Salloustios, partner of, grandchild of, | 
10681 | | | | kyrios, Asklepius, | | | | Raiskoutourme, child of, partner of, grandchild of, | 
10684 | | Eucharisterion, | | | | | | | 
10685 | | Eucharisterion, | | | | | | | 
10686 | | | | kyrios, | | | | | 
10687 | | Doron, | | hiereus, | | | | Diogenes, child of Moukianos, partner of, grandchild of, | 
9247 | | Doron, | | hiereus, | | | | Diogenes, child of Moukianos, partner of, grandchild of, | 
9250 | | | | | | | | Zigethes, child of, partner of, grandchild of, | 
10689 | Bouleutes, | Agathe tyche, Anetheken, Eutychos, | | kyrios, Zeus, Hera, Aphrodite, | Skokelenos, | | | Markos, Aurelios, Hermogenes, child of Mokazenis, partner of Aurelia, grandchild of, Aurelia, Herais, child of Demosthenes, partner of Markos, grandchild of, | 
10705 | Synarchia, | | | Theoi Olympioi, hiereus, | | | | Ioulianos, child of Kassios, partner of, grandchild of, Deios, child of Dinias, partner of, grandchild of, Dynas, child of Eptekenthos, partner of, grandchild of, Tarsas, child of Mestikenthos, partner of, grandchild of, Klaudios, Attalos, child of, partner of, grandchild of, Oulpios, Filoserapis, child of, partner of, grandchild of, Diogenes, child of Alypos, partner of, grandchild of, Raiskeporis (Raiskouporis), child of, partner of, grandchild of, Apollonis, child of Unknown, partner of, grandchild of, Orfeus, child of, partner of, grandchild of, Epteizenis, child of, partner of, grandchild of, Mestikenthos, child of, partner of, grandchild of, | 
10719 | | Anetheken, | | kyrios, Zeus, | | | | Paulos, child of Markos, partner of, grandchild of, | 
10721 | Kometai, | Anetheken, | | Zeus, kyrios, | Zbelsourdos, | Bolbabrienos, | | | 
10722 | | Anetheken, | | kyrios, theos, | Zbelsourdos, Progonikos, | | | Flabios (Flaouios, Flavios), Amatokos, child of Amatokos, partner of, grandchild of, Flabios (Flaouios, Flavios), Amatokos, child of, partner of, grandchild of, | 
10725 | | Anetheken, | | kyrios, Zeus, | Zbelsourdos, | | | Titos, Flabios (Flaouios, Flavios), Amatokos, child of Amatokos, partner of, grandchild of, Titos, Flabios (Flaouios, Flavios), Amatokos, child of, partner of, grandchild of, | 
10726 | | Anetheken, | | | | | | Ioulianos, child of, partner of, grandchild of, | 
10728 | | | | theos, | Epekoos, | | | Aurelios, Moukianos, child of, partner of, grandchild of, | 
10730 | | Euchen, | | | | | | Aurelis, Dinikenthos, child of, partner of, grandchild of, | 
10732 | Stratiotes, | | | | | | | Unknown, child of Moukazenis, partner of, grandchild of, | 
10733 | | | | kyrios, Apollo, | | | | D[?], child of, partner of, grandchild of, | 
10747 | | Euchen, | | | | | | Sebazianos, child of Moukatralis, partner of, grandchild of, | 
10750 | | Anetheken, Euchen, Eutychos, | | kyrios, Heracles, | | | | Poleitikos, child of Beithys, partner of, grandchild of, | 
10753 | | Euchen, | | | | | | Unknown, child of Dizazenis, partner of, grandchild of, | 
10756 | | Euchen, | | | | | | | 
10758 | | Charin, Mnema,Mneme, | | heros, | | | | Titos, Flabios (Flaouios, Flavios), E[?]anos, child of, partner of, grandchild of, Mokasokos, child of E[?]anos, partner of, grandchild of, Mokazie, child of E[?]anos, partner of, grandchild of, | 
10765 | | | Eunoia, | | | | | Metropolis, child of Ezbenis, partner of, grandchild of, Flabios (Flaouios, Flavios), Ezbenis, child of, partner of Metropolis, grandchild of, Metropolis, child of, partner of Ezbenis, grandchild of, | 
10771 | | | | kyrios, Zeus, Hera, Hermes, Heracles, Dionysus, Aphrodite, | | Sekinenos, | | Beithys, child of Pyroulas, partner of, grandchild of, | 
10775 | | Agathe tyche, Doron, Kateskeuasen, Eutychos, | | | | | | Flabia (Flavia), Modesta, child of Dekentos, partner of, grandchild of Potamon, | 
10779 | Kometai, | Agathe tyche, Anestesen, | | kyrios, Zeus, bomos, | | Sportelenoi, | | Dizas, child of Beithys, partner of, grandchild of, Markos, child of Markos, partner of, grandchild of, Eptakenthos, child of Eptelos, partner of, grandchild of, | 
10785 | Kleronomos, | Agathe tyche, Epoiesen, | | kyrios, Sabazios, | | Sportelenoi, | | Pieseisos, child of Aisymoes, partner of, grandchild of, Beithys, child of Moukatralis, partner of, grandchild of, Louppos, child of Pieseisos, partner of, grandchild of, Markos, child of, partner of, grandchild of, Loukios, child of, partner of, grandchild of, | 
10790 | | Agathe tyche, Epoiesen, | | bomos, | | Sportelenoi, | | Aulouzanis, child of, partner of, grandchild of, Diza[?], child of, partner of, grandchild of, Beithys, child of Mouka[?], partner of, grandchild of, Eptekenthos, child of Beithas, partner of, grandchild of, Unknown, child of Epteikenthos, partner of, grandchild of, Mouka[?], child of Beithys, partner of, grandchild of, Teres, child of Beithys, partner of, grandchild of, Tarsas, child of Beithys, partner of, grandchild of, | 
10800 | Polis, | | | bomos, | | Pautaleotes, | | | 
10801 | Kometai, Kome, Tamias, Xenos, Polis, Choregia, | | | Tyche, | | Skaptoparenoi, Greseitoi (ai), Pautaleotes, | Thrake, | (emperor Gordianus), Markos, Antonios, Gordianos, child of, partner of, grandchild of, Diogenes, child of, partner of, Tyrios, grandchild of, | 
10807 | | Mnemeion, Chairete, Parodita,Parodeita, | | | | | | Loukianos, child of Loukios, partner of, grandchild of, | 
10809 | Bouleutes, | Euchen, | | kyrios, Apollo, | | | Debelt, | Kointos, Aufidios, child of, partner of, grandchild of, | 
10904 | | | | Artemis, | Soteira, | | | Pyrros, child of Pyrros, partner of, grandchild of Gaios, | 
10908 | | Etheke, Agalma, | | theos, Zeus, Semele, | Lenaios, | | | Pyrros, child of Kapiton, partner of, grandchild of, | 
10910 | | Anetheken, Doron, | | kyrios, Dionysus, | | | Skeiame, | Gaios, Eioulios (Ioulios?), Maximos, child of, partner of, grandchild of, | 
10914 | | | | | | | | Gaios, Eioulios (Ioulios?), Maximos, child of, partner of, grandchild of, | 
10915 | | Euchen, | | Apollo, | | | | Moukianos, child of [?]baris, partner of, grandchild of, | 
10918 | | | | thea, | Epekoos, Aphosikakos, | | | Hermogenes, child of Pyrros, partner of, grandchild of, | 
10921 | | Epoiesen, | | theos, heros, | Solenos, | | | Filippos, child of Faustos, partner of, grandchild of, | 
10924 | | | | | | | | Markos, Balerios (Valerios, Oualerios), Krispos, child of, partner of, grandchild of, | 
10926 | | | | | | | | | 
10927 | | Mnema,Mneme, Charin, | | | | | | | 
10928 | | | | | | | | Markos, Herennios, Maximos, child of, partner of, grandchild of, Markos, Herennios, Severos (Seueros, Seberos, Seoueros), child of, partner of, grandchild of, | 
10931 | | Mnema,Mneme, | | | | Petradenos, | | Brisoulas, child of, partner of, Petradenos, grandchild of, Goazeira, child of, partner of, grandchild of, | 
10935 | | Mnema,Mneme, Charin, | | | | | | Aurelios, Pyroulas, child of Onesimos, partner of, grandchild of, Skedese, child of, partner of, grandchild of, | 
10961 | | | | | | | | Beithys, child of Keilabeithys, partner of, grandchild of, | 
10964 | | Mnema,Mneme, Charin, Etheke, | | | | | | Aurelia, Pyrousala, child of, partner of Artemidoros, grandchild of, | 
10966 | | | | | | | | Aurelia, Artemidora, child of, partner of Paramonos, grandchild of, | 
10969 | | Mnema,Mneme, Charin, | | | | | | | 
10970 | | Epoiesen, | | | | | | [?]sta, child of, partner of, grandchild of, Pyrou[?], child of, partner of, grandchild of, | 
10975 | | Mnema,Mneme, Charin, | | | | | | | 
10976 | | Anetheken, | | | | | | | 
10977 | | | | | | | | Demeas, child of, partner of, grandchild of, | 
10979 | | Charin, Mnema,Mneme, | | | | | | Unknown, child of Beithys, partner of, grandchild of, | 
10981 | Polis, Anthypatos, | | | | | | | Kornelios, Rhoufos (Roufos), child of, partner of, grandchild of, | 
11090 | Xenos, Chora, Politai, Doulos, Eleutheros, Chremata, Archon, Presbein, | Eutychos, | | | | | | Demeas, child of, partner of, grandchild of, Paramonos, child of, partner of, grandchild of, Krispos, child of Toskos, partner of, grandchild of, Balerios (Valerios, Oualerios), Pyrrhos, child of, partner of, grandchild of, | 
11094 | Agora, | | Prothymos, | | | | | Aurelios, Antoneinos, (emperor Caracalla), Markos, child of, partner of, grandchild of, | 
11234 | Boule, Demos, Politai, Xenos, Doulos, | Agathe tyche, Eutychos, | Time, | | | | | Flabiane, Filokrateia, child of, partner of, grandchild of, Ioulianos, Alexandros, child of, partner of, grandchild of, | 
11238 | | Anetheken, | | thea, Nike, | Ourania, | | | Ailios, Krispos, child of, partner of, grandchild of, | 
11241 | Bouleutes, | Epoiesen, | | archiereus, | | | | Klemes, child of Pyrros, partner of, grandchild of, | 
11244 | Patris, | | | Tyche, | | | | Poplios, Ailios, Artorios, child of, partner of, grandchild of, Pompeia, Manto, child of, partner of, grandchild of, | 
11249 | | | | | | | | Dioskourides, child of, partner of, grandchild of, | 
11251 | Stratiotes, | | | | | | | Markos, Herennios, Rhoufos (Roufos), child of, partner of, grandchild of, Herennia, Pyrouza, child of, partner of, grandchild of, Markos, Herennios, Pauleinos, child of, partner of, grandchild of, Bassianos, Herennios, child of, partner of, grandchild of, Rhoufos (Roufos), Herennios, child of, partner of, grandchild of, Pauleina, Herennia, child of, partner of, grandchild of, | 
11260 | | | | | | | | Nikostrate, child of Pyrros, partner of, grandchild of, | 
11263 | | | | | | | | Artemidora, child of, partner of Pyrros, grandchild of, | 
11265 | | | | | | | | Pyrousala, child of, partner of Krispos, grandchild of, | 
11267 | | | | | | | | Beithys, child of Teros, partner of, grandchild of, Unknown, child of Telokles, partner of, grandchild of, | 
11270 | | | | | | | | Markia, Valeria (Oualeria), Pyrousala, child of, partner of, grandchild of, Ioulia, child of Markia, partner of, grandchild of, | 
11274 | | | | | | | | | 
11275 | | | | | | | | Pyrsos, child of Hyaios, partner of, grandchild of, Artemidoros, child of Pyrsos, partner of, grandchild of Hyaios, | 
11280 | | Charin, Mnema,Mneme, | | | | | | Pyroulas, child of, partner of Artemidora, grandchild of, Artemidora, child of, partner of Pyroulas, grandchild of, Alexandros, child of Pyroulas, partner of, grandchild of, | 
11281 | | Mneias, Charin, | | | | | | Kreskes, child of, partner of Gamete, grandchild of, Syntrofos, child of, partner of, grandchild of, Herakleodoros, child of, partner of, grandchild of, | 
11282 | | Epoiei, | | | | | | Artemidoros, child of Unknown, partner of, grandchild of, Pyrias, child of Unknown, partner of, grandchild of, | 
11283 | | | | | | | | Skeles, child of, partner of, grandchild of, Pyroulas, child of, partner of, grandchild of, | 
11284 | | Mneias, Charin, | | | | | | Kouthioulas, child of, partner of, grandchild of, Krip[?], child of, partner of, grandchild of, | 
11306 | | | | | | | | | 
11305 | | Mneias, Charin, | | | | | | [?]sios, child of, partner of, grandchild of, [M?]anto, child of, partner of, grandchild of, | 
11304 | | | | | | | | Mestas, child of, partner of, grandchild of, | 
11303 | | | | | | | | | 
11302 | | | | | | | | | 
11301 | | Mnema,Mneme, Charin, Epoiei, | | | | | | Nenas, child of Doudes/Doules, partner of, grandchild of, Pyroulas, child of Sedalas, partner of, grandchild of, Gaios, child of Diskous, partner of, grandchild of, Pyroulas, child of, partner of, grandchild of, Zeke, child of, partner of, grandchild of, | 
11300 | | Mnema,Mneme, Charin, | | | | | | | 
11317 | | | | | | | | Pyretes, child of Metokos, partner of Kointa, grandchild of, Kointa, child of Deides, partner of Pyretes, grandchild of, | 
11318 | | | | | | | | Ziles, child of, partner of Pyrousala, grandchild of, Pyrousala, child of Katos, partner of Ziles, grandchild of, | 
11319 | | Anetheken, | | | | | | [Mo / Lo]ukios, child of, partner of, grandchild of, | 
11320 | | | | | | | | Amyntas, child of Teros, partner of Deitouzaipou, grandchild of, Pyrros, child of, partner of, grandchild of, Deitouzaipou, child of, partner of Amyntas, grandchild of, | 
11321 | | | | | | | | Debabenzis, child of, partner of Deidikyros, grandchild of, | 
11322 | | | | | | | | Pyrousala, child of, partner of, grandchild of, | 
11323 | | | | | | | | Zekaloe, child of, partner of Asklepiodoros, grandchild of, | 
11324 | | Mnema,Mneme, Charin, | | | | | | Tryfon, child of, partner of, grandchild of, | 
11325 | | Epoiei, | | | | | | Aurelia, Artemidora, child of, partner of, grandchild of, | 
11343 | | Mneias, Charin, | | | | | | Aurelios, Maistas, child of, partner of Artemis, grandchild of, Artemis, child of, partner of Aurelios, grandchild of, | 
11426 | | Mnema,Mneme, Charin, | | | | | | Pyroulas, child of, partner of, grandchild of, | 
11485 | | | | | | | | | 
11486 | | | | Artemis, | | | | Kratis, child of Artemidoros, partner of, grandchild of, | 
11487 | Stratiotes, | | | | | | | Kouintos (Quintos), Iounios, Ligour, child of, partner of, grandchild of, | 
11488 | | Mnema,Mneme, Charin, | | | | | | Artemidoros, child of Ouibios, partner of Sosipolis, grandchild of, Sosipolis, child of, partner of Artemidoros, grandchild of, Loukios, child of Artemidoros, partner of, grandchild of, Terentia, child of Artemidoros, partner of, grandchild of, | 
11489 | | Epoiei, | | | | | | Pyrros, child of Agathon, partner of Zaika, grandchild of, Zaika, child of, partner of Pyrros, grandchild of, | 
11490 | | Epoiei, | | Theos megalos, | Pyrmeroulas, | | | Loukios, Kestios, Oulpianos, Longeinos, child of, partner of, grandchild of, Gelaseinos, child of, partner of, grandchild of, | 
11491 | Hypatos, | Eutychos, Agalma, | | | Solenos, | Neikopolitai, | | Herais, child of Leonides, partner of, grandchild of, Aurelios, Asklepiodotos, child of, partner of, grandchild of, Vettios, Sabianos, Gratos, child of, partner of, grandchild of, Flabios (Flaouios, Flavios), Vitellius, Seleucus, Marcus, child of, partner of, grandchild of, | 
11495 | | Mneias, Charin, | | | | | | | 
11496 | | | | | | | | Alexandros, child of, partner of, grandchild of, Filippos, child of, partner of, grandchild of, | 
11497 | | Mnema,Mneme, Charin, | | | | | | Beithys, child of Paramonos, partner of Zaika, grandchild of, Zaika, child of, partner of Beithys, grandchild of, Pyrousala, child of Beithys, partner of, grandchild of, | 
11492 | | Mnema,Mneme, Charin, | | | | | | Pyrousala, child of Moukases, partner of Pyroula, grandchild of, Pyroula, child of, partner of Pyrousala, grandchild of, Dentouskaila, child of Pyrousala, partner of, grandchild of, | 
11494 | | Mnema,Mneme, Charin, | | | | | | Asklepiodoros, child of Dionysios, partner of, grandchild of, | 
11493 | | Epoiei, | | | | | | Artemidora, child of Moukases, partner of, grandchild of, Soura, child of, partner of Moukases, grandchild of, Moukases, child of, partner of Soura, grandchild of, | 
11503 | | Mnema,Mneme, Charin, | | | | | | Neikarchos, child of Zoilos, partner of, grandchild of, Zoilos, child of Neikarchos, partner of, grandchild of Zoilos, | 
11504 | | | | | | | | Ouloumnia (Volumnia), child of, partner of, grandchild of, | 
11505 | Autokrator, Kaisar, | | | | | | | (emperor Traianus), child of, partner of, grandchild of, | 
11506 | | | | theos, | Asdoulos, | | | Klaudianos, child of, partner of, grandchild of, Pyrros, child of, partner of, grandchild of, Pyrros, child of Landros, partner of, grandchild of, | 
11507 | | | | hiereus, | | | | | 
11508 | | Epoiei, | | | | | | Ioulios, Merkator, child of, partner of Denthaibaris / Denthebaris, grandchild of, Denthaibaris / Denthebaris, child of, partner of Ioulios, grandchild of, | 
11509 | | Mnema,Mneme, Charin, | | | | | | Bithys, child of Dizas, partner of Pyrousala, grandchild of, Pyrousala, child of Saigos, partner of Bithys, grandchild of, | 
11510 | | | | | | | | Hermodoros, child of, partner of, grandchild of, | 
9252 | | Mnema,Mneme, Charin, | | | | | | Markellos, child of, partner of, grandchild of, | 
9255 | | Mnema,Mneme, Charin, | | | | | | Dionysis, child of, partner of, grandchild of, Artemidora, child of Pythis, partner of, grandchild of, Asklepiodoros, child of Pythis, partner of, grandchild of, Eptapys, child of, partner of, grandchild of, | 
11514 | | | | | | | | | 
11515 | | Epoiei, | | | | | | Antonia, child of, partner of Unknown, grandchild of, Unknown, child of Diogenes, partner of Antonia, grandchild of, | 
11516 | | Anetheken, | | hiereia, | | | | [?]a, child of Pyrros, partner of, grandchild of, | 
11517 | | | | | | | | | 
