Heurist ID|Administrative keywords|Formulaic keywords|Honorific keywords|Religious keywords|Epithet|Collective group names|Geographic names|Person|
7161 | | | | Zeus, | Olympios, | | | Alexandros, Dili[?], child of, partner of, grandchild of, | 
7162 | | Agathe tyche, | | bomos, theos, Apollo, | Aularchenos, | | | Aurelios, Marteinos, child of Dionysios, partner of, grandchild of, | 
7241 | | Agathe tyche, Eucharisterion, Anetheken, | | theos, Apollo, | Aularkenos, | | | Aurelios, Alexandros, Ibouba, child of, partner of, grandchild of, | 
7243 | | Agathe tyche, | | theos, Apollo, | | | | | 
7244 | | Agathe tyche, | | heros, hiereus, bomos, | Ouetespios, | | | Skaris, child of, partner of, grandchild of, Eisatralis, child of Skaris, partner of, grandchild of, Loukios, child of, partner of, grandchild of, | 
7258 | | Agathe tyche, Eucharisterion, Anetheken, | | Meter theon/Mother of Gods, | Ourania, | | | Pauleina, child of, partner of, grandchild of, | 
7259 | | Agathe tyche, Euchen, | | Meter theon/Mother of Gods, | | | | | 
7260 | | Eucharisterion, | | | | | | Aristenape[?], child of, partner of, grandchild of, | 
7261 | | Agathe tyche, Eucharisterion, | | theos, heros, | | | | Rhoufos (Roufos), I[?], child of, partner of, grandchild of, | 
7269 | | Anestesen, | | bomos, | | | | Aurelianos, M[?], child of, partner of, grandchild of, | 
7270 | | | | | | | | | 
7271 | | Charisterion, | | | | | | Gaios, Aou[idios?], child of, partner of, grandchild of, | 
7292 | | Anathema, | | | | | | | 
7293 | | Chaire, Parodita,Parodeita, Tymbos, | | Moirai, | | | | Thyateira, child of Menandros, partner of, grandchild of, | 
7294 | | Stele, Chaire, Parodita,Parodeita, Mnemosyne, | | | | | | Astrapeia, child of, partner of, grandchild of, Beiktorininos, child of, partner of, grandchild of, | 
7295 | | Keimai, Stele, Tymbos, | | | | | | Alexandros, child of Markia, partner of, grandchild of, | 
7314 | | Mneias, Charin, Parodita,Parodeita, | | Moirai, | | | | Ioulia, child of, partner of, grandchild of, Smaragdos, child of, partner of, grandchild of, | 
7317 | | | | | | | | Narkissos / Narkeissos, child of, partner of, grandchild of, | 
7318 | | | | | | | | | 
7319 | | | | | | | | | 
7320 | | Mnemeion, | | Dis Manibus, | | | | Gaios, Balerios (Valerios, Oualerios), Alexandros, child of, partner of, grandchild of, | 
7325 | | Keimai, Chaire, Parodita,Parodeita, | | | | | | Pren[?], child of Demetrios, partner of, grandchild of, | 
7326 | | | | | | | | | 
7327 | | | | | | | | | 
7328 | | | | | | | | Alexandros, child of Alexandros, partner of, grandchild of, | 
7329 | | | | | | | | | 
7334 | | | | | | | | | 
7333 | | | | | | | | Louki[?], child of, partner of, grandchild of, | 
7337 | | Eucharisterion, Anetheken, | | | | | | Kornelios, Maker, child of, partner of, grandchild of, | 
7339 | | Mnema,Mneme, Charin, Chaire, Parodita,Parodeita, | | | | | | Agrippeina, child of, partner of, grandchild of, | 
7342 | | | | Apollo, theos, | | | | | 
7364 | | Charisterion, | | | | | | Apollodoros, child of Aulouzenis, partner of, grandchild of, Disatralis, child of, partner of, grandchild of, | 
7368 | | Euchen, | | | | | | Piepessos, child of, partner of, grandchild of, | 
7371 | | Anetheken, | | heros, theos, | | | | Paladeinenos, child of, partner of, grandchild of, Statilis, child of Ouales, partner of, grandchild of, | 
7376 | | | | heros, | | | | Paladeinenos, child of, partner of, grandchild of, | 
7377 | Autokrator, Kaisar, Polis, Horos, | | | | | Markianopoleitai, | | Poplios, Likinnios, Balerianos (Valerianos, Oualerianos), child of, partner of, grandchild of, Gallenos, child of, partner of, grandchild of, Balerianos (Valerianos, Oualerianos), child of, partner of, grandchild of, | 
7383 | | | | | | | | Koures, child of, partner of, grandchild of, | 
7386 | | Anetheken, Euchen, | | | | | | Moukatralis, child of Eptatralis, partner of, grandchild of, | 
7389 | | Anetheken, | | heros, | | | | Dionysios, child of Menandros, partner of, grandchild of, | 
7390 | | Euchen, | | Apollo, | Staraskenos, | | | Au[?], child of Aulouporis, partner of, grandchild of, | 
7396 | | | | | | | | Aulouzenis, child of, partner of, grandchild of, | 
7399 | Autokrator, | | | | | | | Antoneinos, child of, partner of, grandchild of, | 
7403 | | Agathe tyche, Eucharisterion, Anetheken, | | theos, Apollo, | Aularkenos, | | | Aulouporis, child of Aulouporis, partner of, grandchild of, | 
7406 | | Euchen, | | | | | | | 
7425 | | Chairete, | | | | | | Divis, Moukatralis, child of, partner of, grandchild of, Zoitha, child of Beithys, partner of, grandchild of, | 
7430 | | Chairete, | | | | | | Aulousoukos, child of Bithys, partner of Terentios, grandchild of, | 
7432 | | Epoiesen, | | hiereus, heros, | | | | [?]eporis, child of Athys, partner of, grandchild of, Aulou[?], child of [?]poris, partner of, grandchild of, Thaum[?], child of, partner of, grandchild of, | 
7440 | | | | | | | | Aulouzenis, child of Moukaporis, partner of, grandchild of, | 
7443 | | Euchen, | | heros, | | | | [?]zenis, child of Eptatralis, partner of, grandchild of, | 
7447 | | | | heros, | | | | Piezeis, child of Eisatralis, partner of, grandchild of, | 
7450 | | | | | | | | | 
7451 | | | | | | | | Potesokoula, child of Pior[?], partner of, grandchild of, | 
7456 | | Anetheken, | | theos, heros, | | | | Markos, child of, partner of, grandchild of, | 
7459 | | | | | | | | | 
7461 | | | | | | | | Dadas, child of Daleporis, partner of, grandchild of, | 
7463 | | Charisterion, Anetheken, | | heros, | | | | Moukatralis, child of, partner of, grandchild of, | 
7464 | | Charisterion, Anetheken, | | heros, | Outaspios, | | | Klaudios, Ioulianos, child of, partner of, grandchild of, | 
7468 | | | | heros, | | | | Betespios, child of, partner of, grandchild of, Dyzatralis, child of Ioulios, partner of, grandchild of, | 
7469 | | Eucharisterion, | | | | | | Flabios (Flaouios, Flavios), Stilas, child of Akindynos, partner of, grandchild of, | 
7470 | | Eucharisterion, | | | | | | Hygios, child of Eitizenis, partner of, grandchild of, | 
7471 | | | | Apollo, | | | | Mou[?], child of, partner of, grandchild of, | 
7472 | | | | | | | | [?]tralis, child of, partner of, grandchild of, | 
7481 | | | | | | | | Bisdes, child of Anton, partner of, grandchild of Bendikos, | 
7484 | | Agathe tyche, | | | | | | | 
7486 | | | | | | | | Poplios, Flabios (Flaouios, Flavios), Respektianos, Sabinos / Sabeinos, child of, partner of, grandchild of, Respektianos, Threptos, child of, partner of, grandchild of, | 
7491 | | Chaire, Parodita,Parodeita, | | | | | | Diodotos, child of, partner of, grandchild of, | 
7492 | | | | | | | | | 
7493 | | Eucharisterion, Anetheken, | | | | | | Ioulios, Firmos, child of Kornoutos, partner of, grandchild of, | 
7496 | | | | | | | | Dionysios, child of, partner of, grandchild of, Alexandros, child of, partner of, grandchild of, Matris, child of, partner of, grandchild of, Dioskourides, child of De[?], partner of, grandchild of, Artemidoros, child of Hygiainon, partner of, grandchild of, Theodoros, child of Theodoros, partner of, grandchild of, Apollonios, child of Attalos, partner of, grandchild of, Polykrates, child of Hermon, partner of, grandchild of, Menekles, child of Pasikles, partner of, grandchild of, Dionysios, child of Orthobios, partner of, grandchild of, Herakleon, child of Arist[?], partner of, grandchild of, Her[?], child of, partner of, grandchild of, | 
7509 | Patron, | | | theos, Hephaestus, | Dabatopienos, Epekoos, | | | Markos, Kapiton, child of Kuintios, partner of, grandchild of, | 
7513 | | Agathe tyche, | | theos, hiereus, | Dabatopienos, | | | Moukianos, child of, partner of, grandchild of, Rymetalkes, child of Doudos, partner of, grandchild of, Lapepor/Lapeporis, child of, partner of, grandchild of, Prokilios, child of Aulouporis, partner of, grandchild of, | 
7522 | | Agathe tyche, Eucharisterion, Anetheken, | | theos, | Dabatopienos, | | | Ailios, Klementeinos, child of, partner of, grandchild of, | 
7523 | | Anetheken, Eucharisterion, | | | | | | Euryfon, child of Agathokles, partner of, grandchild of, | 
7524 | | Anetheken, | | thea, | | | | Ailios, Paulinos, child of, partner of, grandchild of, | 
7530 | | Parodita,Parodeita, Chaire, | | theoi katachthoneioi, | | | | Zeines, child of Zordesiosos, partner of, grandchild of, | 
7531 | | | | | | | | | 
7533 | | Eucharisterion, Anetheken, | | thea, | Kore, | | | Peiesousos, child of Kaigeisos, partner of, grandchild of, | 
7538 | | | | | | | | | 
7540 | | | | kyrios, theos, | | | | | 
7541 | | | | | | | | Artis, child of Istrodoros, partner of, grandchild of, | 
7543 | Metropolis, Autokrator, Kaisar, | | | | | Thrakes, | Philippopolis, | Markos, Aurelios, Antoneinos, child of Germanikos, partner of, grandchild of, Pantouleios, Graptiakos, child of, partner of, grandchild of, | 
7549 | Politai, Archon, Patris, Polis, | | | | | | | | 
7550 | Autokrator, Kaisar, | | | archiereus, | | | | Neroua, Traianos, child of, partner of, grandchild of, Tiberios, Klaudios, Polemarchos, child of, partner of, grandchild of, | 
7553 | Autokrator, Hegemon, Presbeutes kai antistrategos, Archon, | | | | | Thrakes, | | Markos, Aurelios, Kommodos, Antoneinos, child of, partner of, grandchild of, Kaikilios, Serouilianos, child of, partner of, grandchild of, [?]doros, child of Beithys, partner of, grandchild of, | 
7557 | Autokrator, Kaisar, Hegemon, Presbeutes kai antistrategos, | | | | | Thrakes, | | (emperor Septimius Severus), Loukios, Septimios, Severos (Seueros, Seberos, Seoueros), Pertinax, child of, partner of, grandchild of, Poplios, Ailios, Seouerianos, child of, partner of, grandchild of, Baibios, Apolinarios, child of, partner of, grandchild of, | 
7568 | Autokrator, Kaisar, Metropolis, | | | | | Thrakes, | Philippopolis, | Poplios, Likinnios, Gallienos, child of, partner of, grandchild of, | 
7621 | Hegemon, Presbeutes kai antistrategos, | | Euergetes, | | | Thrakes, | Apoulia, Lykia, Pamfylia, Peisidia, | Antoneinianos, Ouerianos, child of, partner of, grandchild of, [?]s, child of, partner of, grandchild of, [?]os, child of, partner of, grandchild of, [?]sis, child of, partner of, grandchild of, [?i]ppos, child of, partner of, grandchild of, Markianos / Markeianos, child of, partner of, grandchild of, Heraklianos / Herakleianos, child of, partner of, grandchild of, Moukianos, child of, partner of, grandchild of, Aurelios, Herkoulanos, child of, partner of, grandchild of, Aurelios, Nikostratos / Neikostratos, child of, partner of, grandchild of, Balerios (Valerios, Oualerios), Alkimos, child of, partner of, grandchild of, Aurelios, Arrianos, Perinthios, child of, partner of, grandchild of, [?]os, Herodes, child of, partner of, grandchild of, Sebastianos, child of Polykrates, partner of, grandchild of, Aurelios, Silbeinos, child of, partner of, grandchild of, Blandis, Aiternalis, child of, partner of, grandchild of, Aurelios, Attalos, child of, partner of, grandchild of, Aurelios, Loukis, child of, partner of, grandchild of, Flabios (Flaouios, Flavios), Sabinos / Sabeinos, child of, partner of, grandchild of, Flabios (Flaouios, Flavios), Alexandros, child of, partner of, grandchild of, Aurelios, Asklepiodotianos, child of, partner of, grandchild of, Aurelios, Roimetalkes (Roimetalkas), child of, partner of, grandchild of, Ioulios, Kladeos, child of, partner of, grandchild of, Aurelios, Alexandros, child of, partner of, grandchild of, Ioulios, Klaudianos, child of, partner of, grandchild of, Oulpios, Ioulianos, child of, partner of, grandchild of, Aurelios, Sabastianos, child of, partner of, grandchild of, Aurelios, Arrianos, child of, partner of, grandchild of, Pomponios, Fi[?], child of, partner of, grandchild of, Menes[?], child of, partner of, grandchild of, Sosthenes, child of, partner of, grandchild of, | 
7683 | Gerousia, Tamias, | Agathe tyche, | | | | | | Tiberios, Klaudios, Pasinous, child of Moukianos, partner of, grandchild of, Glaukos, Thallos, child of, partner of, grandchild of, | 
7688 | | Agathe tyche, | | | | | | | 
7691 | | Agathe tyche, | | | | | | Pollion, child of, partner of, grandchild of, | 
7692 | Agoranomos, Arche, Metropolis, | Anestesen, | | | | Thrakes, | Philippopolis, | | 
7693 | Boule, Demos, Dogma, | | | archiereia, | | | | | 
7694 | | | | Pythia, | | | Sardes, | | 
7695 | | Agathe tyche, | | Pythia, | | | | Aurelios, child of, partner of, grandchild of, | 
7696 | | | | | | | | Aurelios, Theodoros, child of, partner of, Kymaios, grandchild of, | 
7699 | Metropolis, | Agathe tyche, | | | | | Kyzikos, | Markos, Mestrios, Ainios, child of, partner of, grandchild of, Hadriana, Olympeia / Olympia, child of, partner of, grandchild of, | 
7704 | | Agathe tyche, | | | | Pautaleotes, Philippopoleites, | | Poplios, Ailios, Dioskourides, child of, partner of, grandchild of, | 
7706 | Metropolis, Gymnasiarches, | | | | | | Philippopolis, | Asklepiades, child of Menefron, partner of, grandchild of, | 
7708 | Agora, Dike, | | | | | | | | 
7710 | Autokrator, Metropolis, Presbeutes kai antistrategos, | Agathe tyche, | | | | Thrakes, | Philippopolis, | Markos, Aurelios, Severos (Seueros, Seberos, Seoueros), Alexandros, (Severus Alexander), child of, partner of, grandchild of, Routillios, Poudes, Krispinos, child of, partner of, grandchild of, | 
7715 | Autokrator, Kaisar, Metropolis, Hegemon, Presbeutes kai antistrategos, | | | | | Thrakes, | Philippopolis, | Markos, Aurelios, Severos (Seueros, Seberos, Seoueros), Alexandros, (Severus Alexander), child of, partner of, grandchild of, Routillios, Poudes, Krispinos, child of, partner of, grandchild of, | 
7717 | Autokrator, Hegemon, Presbeutes kai antistrategos, Metropolis, | Agathe tyche, | | | | Thrakes, | Philippopolis, | Markos, Ioulios, Filippos, child of, partner of, grandchild of, Otakillia, Seura, child of, partner of, grandchild of, Sextos, Fournios, Poublianos, child of, partner of, grandchild of, | 
7826 | Autokrator, Fyle, | Agathe tyche, | | | | | | Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, Loukios, Aurelios, Oueros, child of, partner of, grandchild of, Armeniakon, Filiskos, child of, partner of, grandchild of, Gaios, child of Markos, partner of, grandchild of, Alfios / Alfeios, Poseidonios, child of, partner of, grandchild of, Flabios (Flaouios, Flavios), Eudaimon, child of Flaouianos, partner of, grandchild of, | 
7834 | Politeia, Fyle, | | | | | | | Gaios, Alfios / Alfeios, child of Poseidonios, partner of, grandchild of, Aktios, child of Maximos, partner of, grandchild of, Flabios (Flaouios, Flavios), Eudaimon, child of Flaouianos, partner of, grandchild of, | 
7837 | Autokrator, | Agathe tyche, | | | | | | Markos, Aurelios, child of, partner of, grandchild of, | 
7839 | Autokrator, Kaisar, | Agathe tyche, | | | | | | (emperor Septimius Severus), Loukios, Septimios, Severos (Seueros, Seberos, Seoueros), Pertinax, child of, partner of, grandchild of, Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, | 
7922 | Autokrator, Demos, Hypatos, | Kateskeuasen, | | kyrios, | | Romaioi, | | Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, Pouplios, Septimios, Geta, child of, partner of, grandchild of, Kointos, Atrios, Klonios, child of, partner of, grandchild of, | 
7924 | | Agathe tyche, Doron, | | | | | | Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, Kointos, Atrios, Klonios, child of, partner of, grandchild of, | 
7925 | Autokrator, | Agathe tyche, | | | | | | (emperor Septimius Severus), Loukios, Septimios, Severos (Seueros, Seberos, Seoueros), Pertinax, child of, partner of, grandchild of, Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, | 
7926 | Kaisar, Autokrator, | Agathe tyche, | | | | | | (emperor Septimius Severus), Loukios, Septimios, Severos (Seueros, Seberos, Seoueros), Pertinax, child of, partner of, grandchild of, Markos, Aurelios, Antoneinos, child of, partner of, grandchild of, | 
7927 | Demos, Oikos, | | | | | Romaioi, | | Markos, Ioulios, Filippos, child of, partner of, grandchild of, Otakillia, Seura, child of, partner of, grandchild of, | 
7928 | | Kateskeuasen, | | | | | | Maximos, Sousion, child of, partner of, grandchild of, Aulos, Alkios, Frontinos, child of, partner of, grandchild of, El[?], child of, partner of, grandchild of, Timaios, child of, partner of, grandchild of, Heraklianos / Herakleianos, child of, partner of, grandchild of, Flabianos, child of, partner of, grandchild of, Eutyches, child of, partner of, grandchild of, [?]ros, child of, partner of, grandchild of, Ponponios, child of, partner of, grandchild of, Nikon, child of, partner of, grandchild of, Apollodoros, child of, partner of, grandchild of, [?]retos, child of, partner of, grandchild of, Filiskos, child of, partner of, grandchild of, Polion, child of, partner of, grandchild of, Proklos, child of, partner of, grandchild of, [?]os, child of, partner of, grandchild of, | 
